,id,label,max_val
309,99a1488f-a2bf-49e9-8ef1-b559faec99b7,4.0,15.2451171999957
310,9a176d4e-9894-4721-af39-6da7e8568c16,5.0,9136.28872000845
311,9a22dfd8-7cf4-45d4-8f73-7a8784ee8e6d,6.0,19122.2607060045
312,9a265a70-ce59-4c4a-83ab-557be308b0ea,0.0,13721.9127992003
313,9a3a5ed4-2bde-4cf4-a2f2-95e28d794551,6.0,13908.4021760063
314,9ab2ac51-6547-4a2a-a1ac-02ac4c99883b,10.0,6600.81735320273
315,9b2efb0e-59bd-4544-abf2-90d94ff19a3d,14.0,7861.64956560242
316,9b5517ba-c9ad-45f7-a5b6-b0c468a04117,10.0,6042.8926247987
317,9b7f9468-a636-4a27-995f-4ab6a18125cd,0.0,10427.2552348002
318,9c3ddafd-2118-4e1e-bd69-81bfcb1f63a8,15.0,5827.82494520052
319,9ce00f15-6d49-4010-a16a-9416cc542031,1.0,6445.35090680438
320,9d10eb52-70b7-4210-b8cd-deef35b1f87b,16.0,5139.14915519854
321,9ddb3b77-204f-4c35-95db-b09dd36a5cd4,16.0,5976.66191239841
322,9ddb9b66-dee6-4393-90fc-a9517e1f0c9a,16.0,9090.08354360049
323,9e296cc6-69d8-4935-8a9d-9ec0d0e15924,0.0,18290.0873735998
324,9e371822-cd93-4c0e-9f3a-4cfa932f9262,8.0,22879.7010071976
325,9ea84709-259f-4f37-99ee-b8d774894925,6.0,16752.6139856054
326,9ec40732-b54e-40b4-b248-3708570c0468,8.0,33338.1177332049
327,9efdb593-8309-4e0b-8edf-f65ee197fbef,5.0,12182.797345602
328,9f0c004b-af56-400c-b897-d591108ab00f,0.0,24076.9745376019
329,9f6b4516-236d-4eb9-92b4-215b8ac6566e,2.0,4440.20542319777
330,9f872134-9003-4dc7-a45b-699ce6004530,14.0,8866.93468319936
331,a057315d-67f5-4427-a48a-46ad1bb54182,6.0,6295.22980039837
332,a087bbdb-2aa7-4ac0-907e-825d193351ce,1.0,10729.0670851944
333,a14e7cba-cb2c-4154-9a5c-72b0cb5fb479,1.0,7873.969088796
334,a2083d8f-da66-4fbd-b7c1-4e7e6824564d,14.0,10590.1676235953
335,a2ab14fc-b563-4e70-bbfe-d64cc9cdade9,0.0,16181.9380024026
336,a3980e86-dc85-46db-a5dd-6b728026892a,0.0,29834.6545144013
337,a3b16473-3de2-411d-82c8-c5c14dbe2f14,8.0,4122.00449240027
338,a40f8e61-9708-49a2-bbd8-649ad91f77d2,6.0,5851.58404519461
339,a472f147-29eb-4217-b39e-8fdf944d9e68,8.0,18010.8090764043
340,a49ef75f-c934-447f-bd23-559a6a799a6c,14.0,5040.22902440011
